Date,VTI,VEA,BND,BNDX
2010-05-05,59.720001220703125,31.940000534057617,79.79000091552734,
2010-05-06,57.709999084472656,30.43000030517578,80.0999984741211,
2010-05-07,56.619998931884766,30.360000610351562,79.9000015258789,
2010-05-10,59.220001220703125,32.33000183105469,79.80999755859375,
2010-05-11,59.16999816894531,31.90999984741211,79.91999816894531,
2010-05-12,60.119998931884766,32.220001220703125,79.69999694824219,
2010-05-13,59.400001525878906,31.829999923706055,79.8499984741211,
2010-05-14,58.33000183105469,30.950000762939453,80.12000274658203,
2010-05-17,58.369998931884766,30.8700008392334,80.12999725341797,
2010-05-18,57.540000915527344,30.200000762939453,80.43000030517578,
2010-05-19,57.130001068115234,30.40999984741211,80.44999694824219,
2010-05-20,54.90999984741211,29.030000686645508,80.58999633789062,
2010-05-21,55.709999084472656,29.969999313354492,80.69999694824219,
2010-05-24,55.0099983215332,29.299999237060547,80.69000244140625,
2010-05-25,55.0099983215332,29.239999771118164,80.70999908447266,
2010-05-26,54.779998779296875,28.770000457763672,80.61000061035156,
2010-05-27,56.70000076293945,30.3799991607666,80.30000305175781,
2010-05-28,56.09000015258789,29.780000686645508,80.45999908447266,
2010-06-01,54.93000030517578,29.440000534057617,80.27999877929688,
2010-06-02,56.36000061035156,30.34000015258789,80.20999908447266,
2010-06-03,56.65999984741211,30.18000030517578,80.12000274658203,
2010-06-04,54.66999816894531,28.950000762939453,80.33999633789062,
2010-06-07,53.779998779296875,28.520000457763672,80.58999633789062,
2010-06-08,54.2400016784668,28.979999542236328,80.55999755859375,
2010-06-09,53.9900016784668,28.899999618530273,80.55999755859375,
2010-06-10,55.650001525878906,30.1200008392334,80.2300033569336,
2010-06-11,55.9900016784668,30.190000534057617,80.36000061035156,
2010-06-14,56.0,30.360000610351562,80.37999725341797,
2010-06-15,57.2599983215332,31.31999969482422,80.23999786376953,
2010-06-16,57.20000076293945,31.239999771118164,80.43000030517578,
2010-06-17,57.29999923706055,31.280000686645508,80.6500015258789,
2010-06-18,57.34000015258789,31.239999771118164,80.62000274658203,
2010-06-21,57.119998931884766,31.270000457763672,80.63999938964844,
2010-06-22,56.13999938964844,30.8700008392334,80.83000183105469,
2010-06-23,55.91999816894531,31.049999237060547,81.02999877929688,
2010-06-24,54.77000045776367,30.510000228881836,80.91999816894531,
2010-06-25,55.04999923706055,30.690000534057617,81.0199966430664,
2010-06-28,54.869998931884766,30.459999084472656,81.16999816894531,
2010-06-29,53.13999938964844,29.360000610351562,81.36000061035156,
2010-06-30,52.560001373291016,29.239999771118164,81.37999725341797,
2010-07-01,52.33000183105469,29.579999923706055,81.19000244140625,
2010-07-02,52.08000183105469,29.520000457763672,81.13999938964844,
2010-07-06,52.2400016784668,30.100000381469727,81.33999633789062,
2010-07-07,53.939998626708984,31.06999969482422,81.23999786376953,
2010-07-08,54.470001220703125,31.43000030517578,81.18000030517578,
2010-07-09,54.88999938964844,31.450000762939453,81.08999633789062,
2010-07-12,54.90999984741211,31.360000610351562,81.12000274658203,
2010-07-13,55.810001373291016,31.90999984741211,80.9800033569336,
2010-07-14,55.79999923706055,31.950000762939453,81.19000244140625,
2010-07-15,55.849998474121094,32.15999984741211,81.2699966430664,
2010-07-16,54.22999954223633,31.1200008392334,81.54000091552734,
2010-07-19,54.540000915527344,31.350000381469727,81.44999694824219,
2010-07-20,55.16999816894531,31.530000686645508,81.44000244140625,
2010-07-21,54.47999954223633,30.969999313354492,81.7300033569336,
2010-07-22,55.689998626708984,32.040000915527344,81.63999938964844,
2010-07-23,56.2599983215332,32.38999938964844,81.5,
2010-07-26,56.95000076293945,32.63999938964844,81.54000091552734,
2010-07-27,56.880001068115234,32.7400016784668,81.5,
2010-07-28,56.47999954223633,32.529998779296875,81.63999938964844,
2010-07-29,56.189998626708984,32.68000030517578,81.7300033569336,
2010-07-30,56.25,32.650001525878906,81.8499984741211,
2010-08-02,57.459999084472656,33.720001220703125,81.5999984741211,
2010-08-03,57.150001525878906,33.65999984741211,81.81999969482422,
2010-08-04,57.599998474121094,33.630001068115234,81.66000366210938,
2010-08-05,57.47999954223633,33.65999984741211,81.79000091552734,
2010-08-06,57.27000045776367,33.7599983215332,82.02999877929688,
2010-08-09,57.56999969482422,33.849998474121094,81.93000030517578,
2010-08-10,57.209999084472656,33.61000061035156,82.0999984741211,
2010-08-11,55.52000045776367,32.040000915527344,82.16000366210938,
2010-08-12,55.209999084472656,32.02000045776367,82.01000213623047,
2010-08-13,55.0,31.889999389648438,82.23999786376953,
2010-08-16,54.95000076293945,32.130001068115234,82.55000305175781,
2010-08-17,55.72999954223633,32.5099983215332,82.43000030517578,
2010-08-18,55.86000061035156,32.529998779296875,82.37999725341797,
2010-08-19,54.880001068115234,32.099998474121094,82.56999969482422,
2010-08-20,54.689998626708984,31.709999084472656,82.45999908447266,
2010-08-23,54.400001525878906,31.65999984741211,82.51000213623047,
2010-08-24,53.619998931884766,31.170000076293945,82.80000305175781,
